target,lat_deg,lon_deg,on_land,priority,captured_step,captured_by,window_open,window_close
4020,33.6827,75.1232,1,3.84615e-05,-1,-1,0,180
4021,-15.4174,-62.9538,1,3.84615e-05,-1,-1,0,180
4022,35.8937,135.957,1,3.84615e-05,22,152,0,180
4023,-17.4558,23.6958,1,3.84615e-05,-1,-1,0,180
4024,50.0611,75.8176,1,3.84615e-05,-1,-1,0,180
4025,22.7098,95.9277,1,3.84615e-05,143,16,0,180
4026,69.992,76.4894,1,3.84615e-05,-1,-1,0,180
4027,47.5468,-85.1949,1,3.84615e-05,-1,-1,0,180
4028,-75.9356,87.8219,1,3.84615e-05,100,105,0,180
4029,17.2359,45.6988,1,3.84615e-05,102,194,0,180
4030,12.2831,102.627,1,3.84615e-05,72,13,0,180
4031,37.332,-2.6566,1,3.84615e-05,125,99,0,180
4032,-84.6452,-57.0428,1,3.84615e-05,162,172,0,180
4033,-27.5106,32.3117,1,3.84615e-05,3,69,0,180
4034,29.7507,40.6459,1,3.84615e-05,5,163,0,180
4035,58.9088,-115.716,1,3.84615e-05,-1,-1,0,180
4036,-66.6402,53.1522,1,3.84615e-05,107,70,0,180
4037,-10.9107,20.349,1,3.84615e-05,-1,-1,0,180
4038,61.1211,100.646,1,3.84615e-05,179,141,0,180
4039,20.7319,79.9315,1,3.84615e-05,-1,-1,0,180
4040,58.7539,-99.8987,1,3.84615e-05,93,84,0,180
4041,22.9411,99.5515,1,3.84615e-05,110,137,0,180
4042,28.7771,15.2307,1,3.84615e-05,12,77,0,180
4043,-14.1232,-59.7299,1,3.84615e-05,-1,-1,0,180
4044,17.0773,-10.6738,1,3.84615e-05,169,71,0,180
4045,-6.9405,144.725,1,3.84615e-05,173,65,0,180
4046,-16.8426,-44.3891,1,3.84615e-05,170,45,0,180
4047,45.8375,106.145,1,3.84615e-05,125,23,0,180
4048,54.5507,-72.8011,1,3.84615e-05,32,25,0,180
4049,-34.1607,-71.791,1,3.84615e-05,97,159,0,180
4050,22.797,27.6296,1,3.84615e-05,94,93,0,180
4051,20.3624,76.2908,1,3.84615e-05,179,12,0,180
4052,68.6316,22.1762,1,3.84615e-05,79,175,0,180
4053,71.5822,120.571,1,3.84615e-05,32,35,0,180
4054,-70.0954,75.7653,1,3.84615e-05,118,103,0,180
4055,10.5559,20.3389,1,3.84615e-05,8,162,0,180
4056,14.8642,-11.6194,1,3.84615e-05,143,168,0,180
4057,-77.0219,49.1095,1,3.84615e-05,2,179,0,180
4058,38.0756,-110.817,1,3.84615e-05,-1,-1,0,180
4059,27.2815,84.0077,1,3.84615e-05,171,13,0,180
4060,16.8953,1.4194,1,3.84615e-05,142,177,0,180
4061,52.3102,69.6325,1,3.84615e-05,-1,-1,0,180
4062,24.9522,-103.335,1,3.84615e-05,153,23,0,180
4063,4.14462,-64.9544,1,3.84615e-05,17,28,0,180
4064,-74.7319,81.4833,1,3.84615e-05,13,104,0,180
4065,34.7573,42.8165,1,3.84615e-05,-1,-1,0,180
4066,9.98083,19.0865,1,3.84615e-05,72,174,0,180
4067,-17.273,45.7097,1,3.84615e-05,175,11,0,180
4068,61.221,-152.734,1,3.84615e-05,162,79,0,180
4069,4.45508,-55.0092,1,3.84615e-05,90,135,0,180
4070,61.8781,32.5463,1,3.84615e-05,-1,-1,0,180
4071,26.8283,88.8579,1,3.84615e-05,6,102,0,180
4072,-31.263,-55.3304,1,3.84615e-05,165,164,0,180
4073,-4.42539,-70.8166,1,3.84615e-05,126,131,0,180
4074,-2.32107,27.2603,1,3.84615e-05,-1,-1,0,180
4075,64.7263,-107.503,1,3.84615e-05,158,70,0,180
4076,0.248299,-71.5389,1,3.84615e-05,1,110,0,180
4077,53.6832,115.508,1,3.84615e-05,2,6,0,180
4078,40.2619,-0.877701,1,3.84615e-05,148,177,0,180
4079,46.8615,69.3303,1,3.84615e-05,63,199,0,180
4080,49.1489,-68.8598,1,3.84615e-05,159,60,0,180
4081,19.118,16.5241,1,3.84615e-05,169,184,0,180
4082,28.116,-5.80125,1,3.84615e-05,180,87,0,180
4083,-72.3978,134.988,1,3.84615e-05,82,120,0,180
4084,70.8289,97.3107,1,3.84615e-05,72,127,0,180
4085,-27.2046,123.451,1,3.84615e-05,32,124,0,180
4086,43.7508,87.1735,1,3.84615e-05,-1,-1,0,180
4087,47.9326,48.3024,1,3.84615e-05,177,139,0,180
4088,-2.11407,-57.1407,1,3.84615e-05,165,45,0,180
4089,45.2942,2.09268,1,3.84615e-05,161,116,0,180
4090,8.7957,24.4695,1,3.84615e-05,138,187,0,180
4091,41.2173,99.8728,1,3.84615e-05,-1,-1,0,180
4092,32.4006,-87.0541,1,3.84615e-05,148,127,0,180
4093,-69.1235,135.56,1,3.84615e-05,43,30,0,180
4094,18.4151,77.1089,1,3.84615e-05,79,7,0,180
4095,42.9022,27.1769,1,3.84615e-05,155,117,0,180
4096,-31.5135,-52.1556,1,3.84615e-05,22,157,0,180
4097,4.61422,28.5614,1,3.84615e-05,167,96,0,180
4098,36.683,38.4313,1,3.84615e-05,62,156,0,180
4099,48.3198,25.4192,1,3.84615e-05,180,154,0,180
4100,19.8306,110.352,1,3.84615e-05,113,35,0,180
4101,-77.625,-140.805,1,3.84615e-05,43,174,0,180
4102,66.3242,48.6058,1,3.84615e-05,90,102,0,180
4103,10.5799,77.2347,1,3.84615e-05,67,8,0,180
4104,80.3497,-26.8835,1,3.84615e-05,105,38,0,180
4105,-19.3683,126.62,1,3.84615e-05,1,127,0,180
4106,36.4459,65.2399,1,3.84615e-05,1,164,0,180
4107,39.9137,75.666,1,3.84615e-05,52,190,0,180
4108,17.1721,19.2132,1,3.84615e-05,108,85,0,180
4109,-28.3647,-69.0223,1,3.84615e-05,97,16,0,180
4110,50.9265,83.7307,1,3.84615e-05,145,120,0,180
4111,-11.3919,-70.3347,1,3.84615e-05,139,37,0,180
4112,64.8835,157.459,1,3.84615e-05,68,187,0,180
4113,2.01521,117.078,1,3.84615e-05,173,49,0,180
4114,-20.4124,128.078,1,3.84615e-05,139,55,0,180
4115,43.9601,-119.716,1,3.84615e-05,1,52,0,180
4116,40.5757,46.0442,1,3.84615e-05,-1,-1,0,180
4117,-25.8102,147.56,1,3.84615e-05,129,69,0,180
4118,63.0415,134.36,1,3.84615e-05,91,140,0,180
4119,7.40437,7.84056,1,3.84615e-05,120,179,0,180
4120,38.2434,103.802,1,3.84615e-05,42,121,0,180
4121,36.1044,-116.251,1,3.84615e-05,99,109,0,180
4122,20.7499,55.6722,1,3.84615e-05,146,0,0,180
4123,63.5848,70.6218,1,3.84615e-05,-1,-1,0,180
4124,21.8808,3.90109,1,3.84615e-05,-1,-1,0,180
4125,-28.1077,-59.9594,1,3.84615e-05,168,148,0,180
4126,-5.27876,28.4798,1,3.84615e-05,-1,-1,0,180
4127,35.9252,-78.4906,1,3.84615e-05,92,123,0,180
4128,14.4874,5.54231,1,3.84615e-05,42,157,0,180
4129,-16.9464,141.64,1,3.84615e-05,102,59,0,180
4130,7.24146,41.7956,1,3.84615e-05,109,193,0,180
4131,55.1751,116.961,1,3.84615e-05,170,142,0,180
4132,19.233,82.8828,1,3.84615e-05,165,28,0,180
4133,64.9569,99.5947,1,3.84615e-05,167,142,0,180
4134,55.7776,-123.195,1,3.84615e-05,81,67,0,180
4135,33.1331,100.782,1,3.84615e-05,-1,-1,0,180
4136,48.4006,57.4025,1,3.84615e-05,-1,-1,0,180
4137,14.7607,0.316483,1,3.84615e-05,28,65,0,180
4138,16.6948,12.0177,1,3.84615e-05,97,163,0,180
4139,65.2871,-97.7435,1,3.84615e-05,173,86,0,180
4140,52.9714,98.7776,1,3.84615e-05,-1,-1,0,180
4141,31.3678,-104.277,1,3.84615e-05,69,102,0,180
4142,-20.4691,24.7583,1,3.84615e-05,-1,-1,0,180
4143,3.2233,33.931,1,3.84615e-05,156,198,0,180
4144,43.8709,-79.0823,1,3.84615e-05,-1,-1,0,180
4145,66.0585,117.244,1,3.84615e-05,22,194,0,180
4146,-32.7328,-68.1317,1,3.84615e-05,118,157,0,180
4147,43.607,125.129,1,3.84615e-05,84,167,0,180
4148,-21.9375,116.931,1,3.84615e-05,36,112,0,180
4149,62.8503,163.728,1,3.84615e-05,156,191,0,180
4150,-7.10167,-58.4722,1,3.84615e-05,155,46,0,180
4151,39.3352,-5.93411,1,3.84615e-05,95,78,0,180
4152,39.1981,28.8407,1,3.84615e-05,175,166,0,180
4153,4.34785,116.724,1,3.84615e-05,13,125,0,180
4154,-30.1647,137.158,1,3.84615e-05,1,46,0,180
4155,26.7095,71.0138,1,3.84615e-05,67,117,0,180
4156,69.7792,-34.922,1,3.84615e-05,118,146,0,180
4157,2.74875,27.7817,1,3.84615e-05,-1,-1,0,180
4158,27.3961,116.546,1,3.84615e-05,22,136,0,180
4159,52.2072,-106.24,1,3.84615e-05,121,81,0,180
4160,19.116,75.7143,1,3.84615e-05,40,110,0,180
4161,22.3088,-98.5814,1,3.84615e-05,2,14,0,180
4162,2.46463,35.1974,1,3.84615e-05,157,198,0,180
4163,62.7589,102.165,1,3.84615e-05,-1,-1,0,180
4164,36.2017,29.6545,1,3.84615e-05,2,92,0,180
4165,-2.5843,38.1534,1,3.84615e-05,-1,-1,0,180
4166,78.0251,16.1052,1,3.84615e-05,163,104,0,180
4167,39.7918,33.8456,1,3.84615e-05,-1,-1,0,180
4168,19.0945,12.1398,1,3.84615e-05,107,85,0,180
4169,-9.8484,24.9292,1,3.84615e-05,-1,-1,0,180
4170,9.83929,-61.4443,1,3.84615e-05,159,140,0,180
4171,49.1992,55.4581,1,3.84615e-05,-1,-1,0,180
4172,39.6882,59.6941,1,3.84615e-05,82,184,0,180
4173,31.7211,26.2372,1,3.84615e-05,22,90,0,180
4174,36.7253,-79.9028,1,3.84615e-05,-1,-1,0,180
4175,-14.2266,35.8482,1,3.84615e-05,175,6,0,180
4176,66.5801,126.541,1,3.84615e-05,2,196,0,180
4177,46.7569,126.629,1,3.84615e-05,64,31,0,180
4178,13.3179,41.3001,1,3.84615e-05,83,183,0,180
4179,-24.2371,127.835,1,3.84615e-05,97,59,0,180
4180,19.0048,57.6636,1,3.84615e-05,64,198,0,180
4181,64.3073,132.8,1,3.84615e-05,-1,-1,0,180
4182,81.3147,-45.8151,1,3.84615e-05,1,39,0,180
4183,36.2977,4.44749,1,3.84615e-05,176,154,0,180
4184,-4.38857,142.571,1,3.84615e-05,162,159,0,180
4185,13.4042,17.6957,1,3.84615e-05,-1,-1,0,180
4186,34.5338,-113.656,1,3.84615e-05,34,5,0,180
4187,39.9151,113.825,1,3.84615e-05,32,122,0,180
4188,-31.3879,25.8678,1,3.84615e-05,108,192,0,180
4189,58.8798,88.6789,1,3.84615e-05,-1,-1,0,180
4190,19.1835,73.3038,1,3.84615e-05,89,6,0,180
4191,51.6903,47.4716,1,3.84615e-05,171,104,0,180
4192,47.7736,-69.8808,1,3.84615e-05,177,113,0,180
4193,6.6624,40.223,1,3.84615e-05,139,190,0,180
4194,-10.0327,16.9304,1,3.84615e-05,71,72,0,180
4195,26.7782,60.2436,1,3.84615e-05,119,3,0,180
4196,59.6848,131.379,1,3.84615e-05,-1,-1,0,180
4197,-20.5579,119.161,1,3.84615e-05,80,48,0,180
4198,35.6812,90.2623,1,3.84615e-05,97,138,0,180
4199,26.238,109.904,1,3.84615e-05,139,150,0,180
4200,-78.8282,52.0492,1,3.84615e-05,158,26,0,180
4201,54.5166,88.2638,1,3.84615e-05,-1,-1,0,180
4202,-18.2229,20.9344,1,3.84615e-05,-1,-1,0,180
4203,44.6565,102.039,1,3.84615e-05,167,30,0,180
4204,51.826,-83.7307,1,3.84615e-05,-1,-1,0,180
4205,36.3815,114.757,1,3.84615e-05,-1,-1,0,180
4206,56.3686,159.275,1,3.84615e-05,128,181,0,180
4207,49.0315,139.07,1,3.84615e-05,66,143,0,180
4208,20.4959,85.6453,1,3.84615e-05,156,29,0,180
4209,27.4169,103.591,1,3.84615e-05,158,158,0,180
4210,-77.3183,93.8169,1,3.84615e-05,-1,-1,0,180
4211,-23.0968,150.316,1,3.84615e-05,22,57,0,180
4212,-0.554123,10.9207,1,3.84615e-05,173,183,0,180
4213,50.1921,74.972,1,3.84615e-05,74,167,0,180
4214,31.717,42.723,1,3.84615e-05,6,163,0,180
4215,-82.4475,-145.208,1,3.84615e-05,92,179,0,180
4216,-4.96461,137.773,1,3.84615e-05,171,158,0,180
4217,-71.8313,35.6562,1,3.84615e-05,32,176,0,180
4218,47.4257,46.87,1,3.84615e-05,-1,-1,0,180
4219,27.3688,33.2327,1,3.84615e-05,64,167,0,180
4220,64.9601,20.9578,1,3.84615e-05,87,174,0,180
4221,5.41785,-54.4647,1,3.84615e-05,103,41,0,180
4222,-13.0778,-66.2117,1,3.84615e-05,172,148,0,180
4223,65.0678,-139.53,1,3.84615e-05,164,79,0,180
4224,56.9992,-115.142,1,3.84615e-05,102,65,0,180
4225,-10.9683,29.7724,1,3.84615e-05,-1,-1,0,180
4226,55.6745,-101.412,1,3.84615e-05,153,60,0,180
4227,62.9176,80.7699,1,3.84615e-05,108,182,0,180
4228,-69.9442,-66.8936,1,3.84615e-05,12,190,0,180
4229,1.23126,-65.6321,1,3.84615e-05,53,126,0,180
4230,-28.4572,130.919,1,3.84615e-05,62,39,0,180
4231,-30.3207,-62.0854,1,3.84615e-05,12,132,0,180
4232,42.6311,52.1046,1,3.84615e-05,2,113,0,180
4233,-68.1796,68.8088,1,3.84615e-05,97,105,0,180
4234,-30.8626,26.8143,1,3.84615e-05,42,176,0,180
4235,-12.4881,16.5191,1,3.84615e-05,174,89,0,180
4236,-54.3399,-67.0972,1,3.84615e-05,2,1,0,180
4237,-83.2045,-21.7182,1,3.84615e-05,96,179,0,180
4238,44.5389,122.907,1,3.84615e-05,82,39,0,180
4239,17.9346,49.3135,1,3.84615e-05,29,90,0,180
4240,34.2287,-97.1972,1,3.84615e-05,135,96,0,180
4241,-12.4501,-61.8728,1,3.84615e-05,-1,-1,0,180
4242,17.083,21.1801,1,3.84615e-05,-1,-1,0,180
4243,26.6236,3.92126,1,3.84615e-05,74,154,0,180
4244,50.5341,-69.229,1,3.84615e-05,162,94,0,180
4245,23.5673,-101.251,1,3.84615e-05,1,14,0,180
4246,63.2901,117.448,1,3.84615e-05,170,186,0,180
4247,41.0262,51.3466,1,3.84615e-05,-1,-1,0,180
4248,2.62309,31.9845,1,3.84615e-05,166,197,0,180
4249,32.5027,115.458,1,3.84615e-05,-1,-1,0,180
4250,57.347,37.4509,1,3.84615e-05,5,136,0,180
4251,54.7031,111.987,1,3.84615e-05,-1,-1,0,180
4252,-11.9255,-44.6075,1,3.84615e-05,35,38,0,180
4253,5.89266,45.4547,1,3.84615e-05,7,86,0,180
4254,-13.3347,33.5775,1,3.84615e-05,-1,-1,0,180
4255,45.2636,84.3755,1,3.84615e-05,122,151,0,180
4256,-25.8267,22.8739,1,3.84615e-05,138,199,0,180
4257,63.459,-18.0444,1,3.84615e-05,1,148,0,180
4258,-72.2074,20.2351,1,3.84615e-05,111,1,0,180
4259,-3.47984,17.2567,1,3.84615e-05,152,81,0,180
4260,13.1907,107.399,1,3.84615e-05,49,121,0,180
4261,65.5108,96.2825,1,3.84615e-05,-1,-1,0,180
4262,67.2161,-157.011,1,3.84615e-05,1,197,0,180
4263,14.9469,98.1158,1,3.84615e-05,102,10,0,180
4264,71.1996,103.805,1,3.84615e-05,94,7,0,180
4265,25.8828,-104.107,1,3.84615e-05,93,90,0,180
4266,-30.6129,139.657,1,3.84615e-05,129,137,0,180
4267,29.9386,33.2488,1,3.84615e-05,-1,-1,0,180
4268,63.1514,100.787,1,3.84615e-05,52,1,0,180
4269,-26.2552,127.161,1,3.84615e-05,127,56,0,180
4270,68.6813,33.1971,1,3.84615e-05,175,103,0,180
4271,68.3224,112.69,1,3.84615e-05,-1,-1,0,180
4272,18.9105,51.5106,1,3.84615e-05,-1,-1,0,180
4273,60.5538,31.0094,1,3.84615e-05,9,172,0,180
4274,43.2172,84.5705,1,3.84615e-05,32,150,0,180
4275,52.2635,-63.6052,1,3.84615e-05,94,30,0,180
4276,43.1577,50.6266,1,3.84615e-05,175,155,0,180
4277,56.6056,54.323,1,3.84615e-05,18,135,0,180
4278,45.9987,27.6762,1,3.84615e-05,136,119,0,180
4279,-70.5027,160.615,1,3.84615e-05,165,171,0,180
4280,17.4756,26.7359,1,3.84615e-05,-1,-1,0,180
4281,1.4673,41.379,1,3.84615e-05,26,84,0,180
4282,8.21055,26.3156,1,3.84615e-05,168,197,0,180
4283,60.3503,-139.858,1,3.84615e-05,114,74,0,180
4284,14.9131,4.62592,1,3.84615e-05,165,89,0,180
4285,63.8432,-112.608,1,3.84615e-05,162,21,0,180
4286,62.4803,150.912,1,3.84615e-05,18,182,0,180
4287,36.0462,66.3655,1,3.84615e-05,142,1,0,180
4288,42.7176,66.1176,1,3.84615e-05,92,165,0,180
4289,-80.7554,-26.4389,1,3.84615e-05,107,21,0,180
4290,31.4917,96.7757,1,3.84615e-05,73,128,0,180
4291,2.00392,25.5526,1,3.84615e-05,-1,-1,0,180
4292,49.3499,-106.418,1,3.84615e-05,117,48,0,180
4293,49.3325,53.0179,1,3.84615e-05,158,131,0,180
4294,12.6495,105.083,1,3.84615e-05,93,139,0,180
4295,38.9547,-2.84093,1,3.84615e-05,126,99,0,180
4296,45.2452,136.857,1,3.84615e-05,68,143,0,180
4297,34.7002,111.306,1,3.84615e-05,167,143,0,180
4298,-82.9171,102.067,1,3.84615e-05,-1,-1,0,180
4299,58.7619,66.5022,1,3.84615e-05,-1,-1,0,180
4300,73.3257,-119.407,1,3.84615e-05,73,20,0,180
4301,36.0005,70.3333,1,3.84615e-05,13,181,0,180
4302,25.2735,5.09895,1,3.84615e-05,169,95,0,180
4303,58.4221,-107.318,1,3.84615e-05,172,68,0,180
4304,-30.2522,138.822,1,3.84615e-05,128,137,0,180
4305,49.353,85.5623,1,3.84615e-05,2,153,0,180
4306,61.6354,50.0503,1,3.84615e-05,101,101,0,180
4307,-31.34,24.2047,1,3.84615e-05,32,53,0,180
4308,-10.6345,25.1496,1,3.84615e-05,-1,-1,0,180
4309,31.2725,47.2064,1,3.84615e-05,-1,-1,0,180
4310,24.1389,17.3245,1,3.84615e-05,92,93,0,180
4311,30.4866,63.611,1,3.84615e-05,88,196,0,180
4312,54.6664,110.126,1,3.84615e-05,32,3,0,180
4313,-80.5483,25.1524,1,3.84615e-05,33,29,0,180
4314,-74.9122,162.551,1,3.84615e-05,12,33,0,180
4315,58.8715,62.8102,1,3.84615e-05,-1,-1,0,180
4316,-10.7115,26.7647,1,3.84615e-05,-1,-1,0,180
4317,-77.9048,119.059,1,3.84615e-05,-1,-1,0,180
4318,-2.48453,114.451,1,3.84615e-05,152,41,0,180
4319,-84.5992,24.3679,1,3.84615e-05,152,173,0,180
4320,44.1878,15.3488,1,3.84615e-05,168,155,0,180
4321,-74.9482,81.6438,1,3.84615e-05,13,104,0,180
4322,36.4433,97.2337,1,3.84615e-05,-1,-1,0,180
4323,-22.8776,115.849,1,3.84615e-05,22,22,0,180
4324,31.5276,76.2387,1,3.84615e-05,72,8,0,180
4325,-75.2308,87.9539,1,3.84615e-05,90,106,0,180
4326,48.155,-90.3569,1,3.84615e-05,89,41,0,180
4327,44.9709,18.0228,1,3.84615e-05,164,116,0,180
4328,24.1442,31.2552,1,3.84615e-05,-1,-1,0,180
4329,21.5159,34.0917,1,3.84615e-05,2,163,0,180
4330,-31.4389,136.699,1,3.84615e-05,2,116,0,180
4331,67.2748,94.8063,1,3.84615e-05,-1,-1,0,180
4332,25.8209,17.1527,1,3.84615e-05,111,91,0,180
4333,41.4316,-114.271,1,3.84615e-05,49,88,0,180
4334,2.05799,41.671,1,3.84615e-05,26,84,0,180
4335,32.439,63.4002,1,3.84615e-05,121,3,0,180
4336,51.9047,71.6686,1,3.84615e-05,-1,-1,0,180
4337,51.756,33.3745,1,3.84615e-05,155,131,0,180
4338,44.1114,-75.5655,1,3.84615e-05,52,45,0,180
4339,-27.5821,-62.6005,1,3.84615e-05,-1,-1,0,180
4340,23.7474,109.839,1,3.84615e-05,63,29,0,180
4341,-2.31882,-72.6993,1,3.84615e-05,12,14,0,180
4342,50.9988,87.2056,1,3.84615e-05,-1,-1,0,180
4343,31.6126,62.4753,1,3.84615e-05,130,2,0,180
4344,62.4575,-102.229,1,3.84615e-05,-1,-1,0,180
4345,52.0693,-89.306,1,3.84615e-05,156,60,0,180
4346,32.2644,48.1151,1,3.84615e-05,-1,-1,0,180
4347,62.4643,90.1695,1,3.84615e-05,-1,-1,0,180
4348,-19.8422,-40.1665,1,3.84615e-05,170,164,0,180
4349,-81.6706,-28.604,1,3.84615e-05,116,20,0,180
4350,63.1459,14.8824,1,3.84615e-05,96,173,0,180
4351,35.4065,10.0406,1,3.84615e-05,171,166,0,180
4352,28.5817,54.2587,1,3.84615e-05,123,111,0,180
4353,49.302,-119.827,1,3.84615e-05,71,68,0,180
4354,-74.5404,-11.4136,1,3.84615e-05,65,195,0,180
4355,46.0202,77.6383,1,3.84615e-05,-1,-1,0,180
4356,-19.8559,23.0231,1,3.84615e-05,-1,-1,0,180
4357,-10.9618,-77.808,1,3.84615e-05,72,18,0,180
4358,-25.7058,120.24,1,3.84615e-05,89,47,0,180
4359,30.5604,65.6799,1,3.84615e-05,22,180,0,180
4360,-74.7074,32.159,1,3.84615e-05,32,9,0,180
4361,-15.1239,38.6434,1,3.84615e-05,165,7,0,180
4362,-27.7084,150.322,1,3.84615e-05,70,133,0,180
4363,-1.02507,24.9993,1,3.84615e-05,174,196,0,180
4364,37.8581,39.0309,1,3.84615e-05,174,104,0,180
4365,-74.7332,67.7762,1,3.84615e-05,137,101,0,180
4366,47.2262,123.15,1,3.84615e-05,162,15,0,180
4367,32.8855,98.282,1,3.84615e-05,-1,-1,0,180
4368,-26.8158,151.014,1,3.84615e-05,1,59,0,180
4369,-0.612358,-63.7294,1,3.84615e-05,-1,-1,0,180
4370,-7.36202,-54.9057,1,3.84615e-05,53,36,0,180
4371,43.1038,3.65024,1,3.84615e-05,119,170,0,180
4372,38.3756,116.153,1,3.84615e-05,-1,-1,0,180
4373,-80.3826,44.2451,1,3.84615e-05,167,25,0,180
4374,-2.71474,-77.0045,1,3.84615e-05,165,137,0,180
4375,38.6724,107.657,1,3.84615e-05,148,16,0,180
4376,-4.15399,30.6652,1,3.84615e-05,-1,-1,0,180
4377,72.986,-107.313,1,3.84615e-05,93,28,0,180
4378,-17.547,144.499,1,3.84615e-05,170,65,0,180
4379,20.2021,16.89,1,3.84615e-05,87,87,0,180
4380,64.2508,55.5108,1,3.84615e-05,129,108,0,180
4381,-27.1522,125.752,1,3.84615e-05,166,133,0,180
4382,-21.6899,129.078,1,3.84615e-05,2,127,0,180
4383,11.3728,22.1587,1,3.84615e-05,148,186,0,180
4384,-19.1496,-62.9632,1,3.84615e-05,180,147,0,180
4385,73.231,97.7812,1,3.84615e-05,-1,-1,0,180
4386,-7.64447,29.9132,1,3.84615e-05,1,171,0,180
4387,-25.365,20.3566,1,3.84615e-05,148,198,0,180
4388,38.8221,104,1,3.84615e-05,42,121,0,180
4389,15.9378,10.6793,1,3.84615e-05,162,96,0,180
4390,-30.8754,-66.4003,1,3.84615e-05,163,164,0,180
4391,27.5369,3.23729,1,3.84615e-05,-1,-1,0,180
4392,61.1138,-138.404,1,3.84615e-05,105,75,0,180
4393,40.623,-100.182,1,3.84615e-05,-1,-1,0,180
4394,-12.1208,-55.0951,1,3.84615e-05,-1,-1,0,180
4395,19.0373,7.01373,1,3.84615e-05,23,159,0,180
4396,6.39506,14.1681,1,3.84615e-05,62,175,0,180
4397,48.3627,-101.138,1,3.84615e-05,128,25,0,180
4398,39.2185,35.9778,1,3.84615e-05,102,152,0,180
4399,-84.0429,9.23505,1,3.84615e-05,42,28,0,180
4400,51.9212,85.1255,1,3.84615e-05,125,122,0,180
4401,16.5035,5.64011,1,3.84615e-05,-1,-1,0,180
4402,76.0536,-108.231,1,3.84615e-05,54,22,0,180
4403,-70.6568,54.7929,1,3.84615e-05,117,103,0,180
4404,57.2387,115.259,1,3.84615e-05,13,5,0,180
4405,44.3726,39.6124,1,3.84615e-05,-1,-1,0,180
4406,-76.4745,-24.2705,1,3.84615e-05,87,23,0,180
4407,29.5429,-114.593,1,3.84615e-05,18,12,0,180
4408,-16.7567,131.963,1,3.84615e-05,140,55,0,180
4409,58.1059,113.564,1,3.84615e-05,-1,-1,0,180
4410,15.0928,34.9722,1,3.84615e-05,57,97,0,180
4411,-15.5288,24.1485,1,3.84615e-05,171,196,0,180
4412,-24.4438,134.007,1,3.84615e-05,126,137,0,180
4413,-74.3724,-90.5766,1,3.84615e-05,72,122,0,180
4414,-12.1217,132.22,1,3.84615e-05,63,133,0,180
4415,47.1119,2.76802,1,3.84615e-05,131,119,0,180
4416,33.0435,-103.351,1,3.84615e-05,-1,-1,0,180
4417,59.6843,-124.898,1,3.84615e-05,152,104,0,180
4418,44.0104,120.705,1,3.84615e-05,141,17,0,180
4419,63.5354,138.071,1,3.84615e-05,154,188,0,180
4420,73.4637,-97.8924,1,3.84615e-05,13,109,0,180
4421,-23.7307,24.5055,1,3.84615e-05,-1,-1,0,180
4422,-77.5602,-119.74,1,3.84615e-05,137,125,0,180
4423,46.1168,83.426,1,3.84615e-05,156,129,0,180
4424,-6.08987,33.7859,1,3.84615e-05,-1,-1,0,180
4425,34.0748,-4.49153,1,3.84615e-05,155,96,0,180
4426,47.1856,5.13596,1,3.84615e-05,92,173,0,180
4427,70.5715,68.8576,1,3.84615e-05,178,126,0,180
4428,23.9163,98.7467,1,3.84615e-05,134,17,0,180
4429,24.5503,55.1964,1,3.84615e-05,177,7,0,180
4430,27.7437,-108.563,1,3.84615e-05,9,13,0,180
4431,-74.0076,-97.4193,1,3.84615e-05,13,128,0,180
4432,-3.70059,-50.7621,1,3.84615e-05,136,142,0,180
4433,55.0133,-91.1903,1,3.84615e-05,175,68,0,180
4434,-76.1766,66.8572,1,3.84615e-05,92,23,0,180
4435,17.2283,19.7325,1,3.84615e-05,108,85,0,180
4436,-2.49947,136.873,1,3.84615e-05,12,138,0,180
4437,-45.0076,167.329,1,3.84615e-05,5,142,0,180
4438,21.4634,5.65799,1,3.84615e-05,125,83,0,180
4439,-15.567,21.3826,1,3.84615e-05,-1,-1,0,180
4440,-33.632,21.3977,1,3.84615e-05,62,50,0,180
4441,-30.9323,-58.0778,1,3.84615e-05,88,33,0,180
4442,20.2136,100.696,1,3.84615e-05,170,39,0,180
4443,43.027,55.8887,1,3.84615e-05,-1,-1,0,180
4444,-26.6105,142.559,1,3.84615e-05,-1,-1,0,180
4445,66.3937,70.3217,1,3.84615e-05,-1,-1,0,180
4446,39.5784,-97.6331,1,3.84615e-05,179,42,0,180
4447,0.864784,39.6953,1,3.84615e-05,107,193,0,180
4448,9.48518,38.1803,1,3.84615e-05,119,192,0,180
4449,-28.9,-57.3235,1,3.84615e-05,36,27,0,180
4450,-3.97277,-53.7619,1,3.84615e-05,-1,-1,0,180
4451,-28.302,116.32,1,3.84615e-05,67,49,0,180
4452,44.1088,114.317,1,3.84615e-05,-1,-1,0,180
4453,-11.534,-45.7855,1,3.84615e-05,149,47,0,180
4454,1.43681,27.3366,1,3.84615e-05,-1,-1,0,180
4455,55.42,121.965,1,3.84615e-05,-1,-1,0,180
4456,25.4388,63.722,1,3.84615e-05,101,102,0,180
4457,-22.8887,-60.9558,1,3.84615e-05,169,148,0,180
4458,4.97558,-64.3508,1,3.84615e-05,142,47,0,180
4459,46.1814,-99.2854,1,3.84615e-05,176,55,0,180
4460,32.8181,1.86353,1,3.84615e-05,164,155,0,180
