target,lat_deg,lon_deg,on_land,priority,captured_step,captured_by
3694,5.60894,36.646,1,3.84615e-05,55,46
3695,-16.665,20.3209,1,3.84615e-05,-1,-1
3696,10.0271,35.2925,1,3.84615e-05,121,96
3697,-16.2652,49.199,1,3.84615e-05,117,2
3698,30.3588,-3.84776,1,3.84615e-05,166,85
3699,-21.6415,146.195,1,3.84615e-05,91,70
3700,7.88982,31.4551,1,3.84615e-05,-1,-1
3701,38.6241,74.3588,1,3.84615e-05,133,96
3702,20.2844,56.4608,1,3.84615e-05,-1,-1
3703,-3.37062,-73.0494,1,3.84615e-05,38,69
3704,40.1488,109.995,1,3.84615e-05,10,99
3705,-12.3337,-72.7134,1,3.84615e-05,-1,-1
3706,2.5308,117.463,1,3.84615e-05,-1,-1
3707,-28.4317,148.574,1,3.84615e-05,-1,-1
3708,4.53757,10.118,1,3.84615e-05,175,90
3709,39.7003,41.976,1,3.84615e-05,53,58
3710,9.46456,11.1856,1,3.84615e-05,-1,-1
3711,30.4911,24.2561,1,3.84615e-05,161,57
3712,-4.41889,-56.8513,1,3.84615e-05,1,15
3713,44.6604,-90.1378,1,3.84615e-05,64,42
3714,-13.9134,-50.0809,1,3.84615e-05,135,26
3715,62.2208,-94.6375,1,3.84615e-05,-1,-1
3716,37.4272,68.7657,1,3.84615e-05,152,94
3717,-18.2682,141.966,1,3.84615e-05,-1,-1
3718,28.4842,63.2571,1,3.84615e-05,-1,-1
3719,55.5433,100.483,1,3.84615e-05,-1,-1
3720,-24.0276,129.98,1,3.84615e-05,-1,-1
3721,-75.1991,132.433,1,3.84615e-05,16,21
3722,-3.1299,18.8672,1,3.84615e-05,153,46
3723,40.1569,111.111,1,3.84615e-05,21,98
3724,18.6622,-12.7578,1,3.84615e-05,13,73
3725,-71.9298,145.271,1,3.84615e-05,-1,-1
3726,12.2396,-16.0127,1,3.84615e-05,140,87
3727,-1.94952,120.311,1,3.84615e-05,-1,-1
3728,-73.5144,157.556,1,3.84615e-05,135,30
3729,79.098,99.7737,1,3.84615e-05,-1,-1
3730,30.2421,40.5382,1,3.84615e-05,64,57
3731,33.0371,5.3119,1,3.84615e-05,-1,-1
3732,-16.1166,124.323,1,3.84615e-05,175,71
3733,39.5142,90.8601,1,3.84615e-05,-1,-1
3734,33.8466,-85.6895,1,3.84615e-05,87,52
3735,44.1816,-116.121,1,3.84615e-05,-1,-1
3736,-15.9567,143.858,1,3.84615e-05,79,71
3737,-67.6766,102.85,1,3.84615e-05,-1,-1
3738,42.433,18.4083,1,3.84615e-05,123,80
3739,-29.3265,22.9828,1,3.84615e-05,1,97
3740,-5.76427,16.7101,1,3.84615e-05,4,31
3741,-17.5732,37.0673,1,3.84615e-05,-1,-1
3742,55.8167,9.99989,1,3.84615e-05,32,62
3743,-12.7387,32.9947,1,3.84615e-05,138,48
3744,22.0999,31.4397,1,3.84615e-05,165,57
3745,59.6492,-70.2505,1,3.84615e-05,144,23
3746,67.6861,173.223,1,3.84615e-05,179,9
3747,-15.8558,143.533,1,3.84615e-05,79,71
3748,29.1427,73.9289,1,3.84615e-05,125,64
3749,-69.0781,89.8194,1,3.84615e-05,-1,-1
3750,66.203,116.662,1,3.84615e-05,83,8
3751,5.40765,26.7484,1,3.84615e-05,138,94
3752,59.5832,110.187,1,3.84615e-05,147,89
3753,-10.5555,37.2087,1,3.84615e-05,176,6
3754,-15.7397,-55.1349,1,3.84615e-05,-1,-1
3755,-73.4079,-0.75145,1,3.84615e-05,60,37
3756,-1.65199,-58.9839,1,3.84615e-05,-1,-1
3757,49.7937,-100.037,1,3.84615e-05,113,47
3758,20.6883,32.5096,1,3.84615e-05,31,48
3759,4.69396,115.216,1,3.84615e-05,9,67
3760,75.5446,90.5056,1,3.84615e-05,-1,-1
3761,43.1089,26.9638,1,3.84615e-05,10,52
3762,37.4521,-5.81158,1,3.84615e-05,51,45
3763,56.8336,127.522,1,3.84615e-05,42,80
3764,35.927,71.647,1,3.84615e-05,-1,-1
3765,-11.2178,-65.4667,1,3.84615e-05,-1,-1
3766,20.8876,94.8362,1,3.84615e-05,-1,-1
3767,-31.941,-56.6196,1,3.84615e-05,74,75
3768,-19.6681,-69.3873,1,3.84615e-05,175,75
3769,20.4133,34.1884,1,3.84615e-05,-1,-1
3770,-78.0557,113.041,1,3.84615e-05,63,26
3771,46.8162,0.971512,1,3.84615e-05,32,72
3772,9.34811,41.96,1,3.84615e-05,25,49
3773,43.7063,-120.741,1,3.84615e-05,-1,-1
3774,-80.1109,3.89055,1,3.84615e-05,154,26
3775,-11.3915,-47.7492,1,3.84615e-05,110,72
3776,71.5361,94.456,1,3.84615e-05,-1,-1
3777,10.8016,35.0399,1,3.84615e-05,178,56
3778,17.3608,27.4609,1,3.84615e-05,180,90
3779,19.9941,6.14621,1,3.84615e-05,-1,-1
3780,36.2285,-105.506,1,3.84615e-05,74,16
3781,-23.7255,127.779,1,3.84615e-05,-1,-1
3782,1.01505,-66.2044,1,3.84615e-05,-1,-1
3783,-17.1779,-57.1336,1,3.84615e-05,-1,-1
3784,10.6931,-66.8124,1,3.84615e-05,-1,-1
3785,62.0372,36.9927,1,3.84615e-05,138,89
3786,37.0536,-110.175,1,3.84615e-05,90,49
3787,7.16376,-70.8627,1,3.84615e-05,60,67
3788,48.6577,-95.0294,1,3.84615e-05,164,42
3789,-31.4995,27.2519,1,3.84615e-05,-1,-1
3790,55.092,-128.456,1,3.84615e-05,87,9
3791,57.6391,159.6,1,3.84615e-05,33,23
3792,50.5038,47.3284,1,3.84615e-05,98,66
3793,-73.9133,61.4029,1,3.84615e-05,-1,-1
3794,-74.1747,-122.96,1,3.84615e-05,-1,-1
3795,-1.22006,-54.8069,1,3.84615e-05,151,78
3796,9.36246,39.1246,1,3.84615e-05,-1,-1
3797,60.6265,-77.0886,1,3.84615e-05,-1,-1
3798,19.582,75.9524,1,3.84615e-05,2,54
3799,50.4992,-91.5861,1,3.84615e-05,125,46
3800,58.352,64.4466,1,3.84615e-05,-1,-1
3801,38.1469,62.3813,1,3.84615e-05,-1,-1
3802,-36.5951,-68.4952,1,3.84615e-05,141,78
3803,24.3481,-99.1268,1,3.84615e-05,58,18
3804,28.4253,51.4364,1,3.84615e-05,-1,-1
3805,-15.6365,-43.861,1,3.84615e-05,51,78
3806,-16.453,-50.4041,1,3.84615e-05,79,75
3807,65.8651,-141.845,1,3.84615e-05,5,7
3808,-67.6415,137.009,1,3.84615e-05,-1,-1
3809,72.7709,89.9492,1,3.84615e-05,-1,-1
3810,76.3185,-44.4473,1,3.84615e-05,-1,-1
3811,31.545,112.108,1,3.84615e-05,144,16
3812,42.9034,-2.49835,1,3.84615e-05,134,59
3813,-29.8122,129.21,1,3.84615e-05,98,69
3814,-7.75598,30.098,1,3.84615e-05,-1,-1
3815,23.2017,116.801,1,3.84615e-05,133,17
3816,29.1894,117.982,1,3.84615e-05,-1,-1
3817,-8.53721,27.3342,1,3.84615e-05,146,47
3818,21.8737,71.4752,1,3.84615e-05,1,54
3819,-75.3178,-142.523,1,3.84615e-05,10,33
3820,58.3309,78.8367,1,3.84615e-05,-1,-1
3821,-30.0131,149.753,1,3.84615e-05,3,69
3822,-8.84969,-67.8195,1,3.84615e-05,37,69
3823,22.1171,104.106,1,3.84615e-05,180,12
3824,48.3568,16.2887,1,3.84615e-05,173,85
3825,-78.7784,-114.854,1,3.84615e-05,-1,-1
3826,-32.8918,138.732,1,3.84615e-05,142,75
3827,38.9255,-97.9842,1,3.84615e-05,166,54
3828,25.2122,70.0263,1,3.84615e-05,119,3
3829,-81.3816,146.396,1,3.84615e-05,180,35
3830,45.1614,-123.927,1,3.84615e-05,59,17
3831,43.6941,-75.3754,1,3.84615e-05,-1,-1
3832,16.4825,34.3473,1,3.84615e-05,152,93
3833,-5.97961,-46.043,1,3.84615e-05,114,28
3834,-19.7606,25.9149,1,3.84615e-05,-1,-1
3835,-76.7347,92.3882,1,3.84615e-05,-1,-1
3836,11.0267,20.3427,1,3.84615e-05,18,80
3837,42.3524,-1.59259,1,3.84615e-05,58,34
3838,-1.07045,-45.3477,1,3.84615e-05,112,28
3839,8.23578,-64.2958,1,3.84615e-05,172,76
3840,-44.4507,-66.4898,1,3.84615e-05,62,99
3841,-31.5239,151.87,1,3.84615e-05,-1,-1
3842,-23.4701,149.144,1,3.84615e-05,177,37
3843,41.5395,112.301,1,3.84615e-05,-1,-1
3844,2.22494,-73.7628,1,3.84615e-05,79,65
3845,2.48746,-73.623,1,3.84615e-05,79,65
3846,29.0972,-114.486,1,3.84615e-05,27,45
3847,24.8029,115.988,1,3.84615e-05,-1,-1
3848,62.6084,50.8099,1,3.84615e-05,150,88
3849,52.3031,-105.591,1,3.84615e-05,152,43
3850,19.9703,78.331,1,3.84615e-05,138,63
3851,31.4931,64.3366,1,3.84615e-05,144,62
3852,23.0647,0.933273,1,3.84615e-05,105,40
3853,-79.7897,-15.4508,1,3.84615e-05,61,37
3854,47.6322,43.187,1,3.84615e-05,147,61
3855,51.3903,-71.2971,1,3.84615e-05,-1,-1
3856,66.2759,179.93,1,3.84615e-05,-1,-1
3857,35.5246,68.013,1,3.84615e-05,142,1
3858,49.9906,-106.621,1,3.84615e-05,2,8
3859,-3.92855,-66.5663,1,3.84615e-05,69,18
3860,50.9823,-56.7239,1,3.84615e-05,-1,-1
3861,60.7877,-132.112,1,3.84615e-05,76,0
3862,-11.5335,35.2691,1,3.84615e-05,-1,-1
3863,-26.2404,-69.8522,1,3.84615e-05,162,19
3864,-28.3995,119.721,1,3.84615e-05,142,29
3865,60.0056,-109.068,1,3.84615e-05,-1,-1
3866,38.2365,-89.4379,1,3.84615e-05,-1,-1
3867,66.0736,123.484,1,3.84615e-05,55,1
3868,3.30298,15.9807,1,3.84615e-05,2,31
3869,54.4374,-100.492,1,3.84615e-05,-1,-1
3870,11.4203,2.67484,1,3.84615e-05,-1,-1
3871,4.71824,42.8907,1,3.84615e-05,16,40
3872,44.7772,-99.4967,1,3.84615e-05,133,45
3873,15.6798,-92.2812,1,3.84615e-05,80,16
3874,-7.36115,33.732,1,3.84615e-05,-1,-1
3875,21.8491,-0.227768,1,3.84615e-05,125,89
3876,61.5399,77.4257,1,3.84615e-05,35,80
3877,-23.3913,20.1374,1,3.84615e-05,52,92
3878,30.0559,24.9586,1,3.84615e-05,162,57
3879,5.17771,-69.1298,1,3.84615e-05,17,13
3880,63.6402,142.459,1,3.84615e-05,-1,-1
3881,27.6003,30.6227,1,3.84615e-05,9,40
3882,40.8761,97.6029,1,3.84615e-05,37,2
3883,-77.3822,155.583,1,3.84615e-05,162,37
3884,22.5579,-8.99051,1,3.84615e-05,164,85
3885,30.0277,36.1356,1,3.84615e-05,-1,-1
3886,-82.453,-105.109,1,3.84615e-05,8,33
3887,21.8217,83.5847,1,3.84615e-05,-1,-1
3888,67.616,-52.4313,1,3.84615e-05,56,22
3889,-81.4937,47.1967,1,3.84615e-05,-1,-1
3890,-17.513,-59.223,1,3.84615e-05,-1,-1
3891,59.1594,6.35562,1,3.84615e-05,101,65
3892,24.0346,115.305,1,3.84615e-05,145,73
3893,24.0787,80.6894,1,3.84615e-05,-1,-1
3894,54.3073,70.3897,1,3.84615e-05,4,83
3895,-6.85862,-59.4989,1,3.84615e-05,51,10
3896,72.5224,-113.433,1,3.84615e-05,-1,-1
3897,-79.7182,-9.44846,1,3.84615e-05,42,39
3898,-76.2381,148.894,1,3.84615e-05,-1,-1
3899,-82.897,-41.886,1,3.84615e-05,166,36
3900,-0.496269,28.4331,1,3.84615e-05,-1,-1
3901,32.9115,77.3093,1,3.84615e-05,96,67
3902,-15.0356,49.1568,1,3.84615e-05,147,9
3903,29.2175,66.586,1,3.84615e-05,154,61
3904,15.3895,27.9189,1,3.84615e-05,-1,-1
3905,-16.1663,26.805,1,3.84615e-05,14,96
3906,60.1315,63.2144,1,3.84615e-05,-1,-1
3907,44.497,1.66289,1,3.84615e-05,67,33
3908,11.5338,122.835,1,3.84615e-05,33,17
3909,60.7448,71.8227,1,3.84615e-05,167,9
3910,10.2537,32.1909,1,3.84615e-05,-1,-1
3911,4.3259,43.0246,1,3.84615e-05,16,40
3912,45.709,-106.524,1,3.84615e-05,171,41
3913,-50.3172,-74.1013,1,3.84615e-05,78,74
3914,25.1537,60.334,1,3.84615e-05,-1,-1
3915,-27.1484,27.3445,1,3.84615e-05,-1,-1
3916,-20.5857,48.3847,1,3.84615e-05,125,1
3917,-9.57343,33.2149,1,3.84615e-05,-1,-1
3918,57.0528,-105.914,1,3.84615e-05,-1,-1
3919,28.154,-104.387,1,3.84615e-05,172,53
3920,51.7727,45.0225,1,3.84615e-05,89,84
3921,45.8661,80.2819,1,3.84615e-05,135,96
3922,-71.2902,89.9434,1,3.84615e-05,-1,-1
3923,-79.3743,2.53459,1,3.84615e-05,1,2
3924,-19.7758,-54.0316,1,3.84615e-05,-1,-1
3925,60.591,55.9713,1,3.84615e-05,-1,-1
3926,-13.4386,-53.5348,1,3.84615e-05,-1,-1
3927,-26.5987,-62.2925,1,3.84615e-05,-1,-1
3928,-28.1101,134.759,1,3.84615e-05,-1,-1
3929,23.1389,23.417,1,3.84615e-05,153,58
3930,38.9609,-92.2405,1,3.84615e-05,33,45
3931,46.7782,-100.339,1,3.84615e-05,173,41
3932,25.1427,24.406,1,3.84615e-05,173,56
3933,-29.598,-69.2481,1,3.84615e-05,162,76
3934,-17.0141,129.048,1,3.84615e-05,-1,-1
3935,35.7782,50.5681,1,3.84615e-05,-1,-1
3936,-25.839,23.908,1,3.84615e-05,22,95
3937,7.79283,16.7932,1,3.84615e-05,-1,-1
3938,53.7888,-108.256,1,3.84615e-05,1,8
3939,43.2888,-117.056,1,3.84615e-05,2,13
3940,63.0819,79.9839,1,3.84615e-05,63,70
3941,-11.3077,34.1304,1,3.84615e-05,-1,-1
3942,27.9275,37.8748,1,3.84615e-05,-1,-1
3943,61.965,-134.94,1,3.84615e-05,85,9
3944,43.3617,22.605,1,3.84615e-05,1,30
3945,48.3933,-116.544,1,3.84615e-05,170,41
3946,33.0941,107.809,1,3.84615e-05,173,13
3947,-18.5089,145.426,1,3.84615e-05,-1,-1
3948,-78.7069,144.656,1,3.84615e-05,-1,-1
3949,55.6837,-3.34384,1,3.84615e-05,33,59
3950,-32.1318,120.502,1,3.84615e-05,1,56
3951,45.9107,3.2986,1,3.84615e-05,2,40
3952,-12.2779,-61.0182,1,3.84615e-05,162,23
3953,-12.428,14.7357,1,3.84615e-05,-1,-1
3954,-0.800278,-54.5354,1,3.84615e-05,2,63
3955,80.3039,-61.7203,1,3.84615e-05,15,26
3956,14.1145,106.647,1,3.84615e-05,130,17
3957,60.4748,-96.2882,1,3.84615e-05,-1,-1
3958,60.0356,132.93,1,3.84615e-05,-1,-1
3959,57.48,160.241,1,3.84615e-05,33,23
3960,20.3758,50.8653,1,3.84615e-05,176,7
3961,32.8297,-115.824,1,3.84615e-05,123,11
3962,54.5289,23.1931,1,3.84615e-05,-1,-1
3963,-5.04134,-41.261,1,3.84615e-05,64,77
3964,18.2278,-98.8511,1,3.84615e-05,101,50
3965,-81.6024,81.0939,1,3.84615e-05,137,28
3966,61.9781,88.6229,1,3.84615e-05,-1,-1
3967,61.0648,-97.5569,1,3.84615e-05,-1,-1
3968,48.4692,31.6759,1,3.84615e-05,125,63
3969,81.8214,-60.7724,1,3.84615e-05,-1,-1
3970,4.54163,28.4156,1,3.84615e-05,128,95
3971,-24.592,-69.3948,1,3.84615e-05,152,10
3972,26.2196,112.158,1,3.84615e-05,-1,-1
3973,-87.3357,-167.812,1,3.84615e-05,122,31
3974,23.5452,-103.315,1,3.84615e-05,117,12
3975,-85.3489,-102.392,1,3.84615e-05,178,35
3976,48.133,-90.3743,1,3.84615e-05,155,43
3977,-79.2736,112.689,1,3.84615e-05,-1,-1
3978,38.7824,104.98,1,3.84615e-05,-1,-1
3979,-17.6908,126.815,1,3.84615e-05,-1,-1
3980,-68.8993,91.2621,1,3.84615e-05,-1,-1
3981,18.6755,12.6626,1,3.84615e-05,118,49
3982,-1.38297,35.5785,1,3.84615e-05,-1,-1
3983,32.2876,-116.736,1,3.84615e-05,57,42
3984,31.9687,56.1136,1,3.84615e-05,152,61
3985,33.0336,-87.6845,1,3.84615e-05,126,58
3986,64.3635,-152.992,1,3.84615e-05,142,3
3987,-16.5421,137.413,1,3.84615e-05,127,76
3988,53.4305,52.1062,1,3.84615e-05,71,86
3989,66.7175,159.932,1,3.84615e-05,87,39
3990,55.1687,108.41,1,3.84615e-05,177,86
3991,13.7298,-85.692,1,3.84615e-05,32,57
3992,25.9258,84.7337,1,3.84615e-05,22,3
3993,69.6149,-120.327,1,3.84615e-05,-1,-1
3994,-33.6497,-58.7836,1,3.84615e-05,168,23
3995,0.0879822,21.5053,1,3.84615e-05,-1,-1
3996,21.7845,-11.3012,1,3.84615e-05,173,84
3997,-16.2002,135.529,1,3.84615e-05,99,24
3998,43.4892,142.787,1,3.84615e-05,161,15
3999,43.2256,-106.128,1,3.84615e-05,-1,-1
4000,21.6377,9.62691,1,3.84615e-05,117,49
4001,21.5837,-6.77431,1,3.84615e-05,154,86
4002,53.7795,80.5227,1,3.84615e-05,-1,-1
4003,-28.8116,150.331,1,3.84615e-05,103,79
4004,22.2861,5.52571,1,3.84615e-05,107,81
4005,-8.81368,-78.1911,1,3.84615e-05,128,12
4006,28.1225,3.76025,1,3.84615e-05,128,89
4007,64.4965,48.4838,1,3.84615e-05,-1,-1
4008,69.0526,-50.577,1,3.84615e-05,37,24
4009,72.5274,-84.6216,1,3.84615e-05,102,27
4010,-80.8779,88.5511,1,3.84615e-05,128,29
4011,-1.46909,-61.9131,1,3.84615e-05,-1,-1
4012,-76.5459,-114.165,1,3.84615e-05,-1,-1
4013,39.204,-86.212,1,3.84615e-05,5,48
4014,31.6956,48.2752,1,3.84615e-05,127,96
4015,24.4844,79.9376,1,3.84615e-05,12,98
4016,-13.7965,-56.0808,1,3.84615e-05,163,23
4017,-1.33504,16.1738,1,3.84615e-05,154,92
4018,68.3108,-137.574,1,3.84615e-05,44,3
4019,38.4618,-93.0804,1,3.84615e-05,-1,-1
4020,33.6827,75.1232,1,3.84615e-05,105,66
4021,-15.4174,-62.9538,1,3.84615e-05,-1,-1
4022,35.8937,135.957,1,3.84615e-05,139,17
4023,-17.4558,23.6958,1,3.84615e-05,-1,-1
4024,50.0611,75.8176,1,3.84615e-05,146,1
4025,22.7098,95.9277,1,3.84615e-05,-1,-1
4026,69.992,76.4894,1,3.84615e-05,-1,-1
4027,47.5468,-85.1949,1,3.84615e-05,-1,-1
4028,-75.9356,87.8219,1,3.84615e-05,-1,-1
4029,17.2359,45.6988,1,3.84615e-05,128,51
4030,12.2831,102.627,1,3.84615e-05,148,15
4031,37.332,-2.6566,1,3.84615e-05,92,41
4032,-84.6452,-57.0428,1,3.84615e-05,-1,-1
4033,-27.5106,32.3117,1,3.84615e-05,151,47
4034,29.7507,40.6459,1,3.84615e-05,64,57
4035,58.9088,-115.716,1,3.84615e-05,18,6
4036,-66.6402,53.1522,1,3.84615e-05,26,0
4037,-10.9107,20.349,1,3.84615e-05,-1,-1
4038,61.1211,100.646,1,3.84615e-05,-1,-1
4039,20.7319,79.9315,1,3.84615e-05,-1,-1
4040,58.7539,-99.8987,1,3.84615e-05,-1,-1
4041,22.9411,99.5515,1,3.84615e-05,13,66
4042,28.7771,15.2307,1,3.84615e-05,17,49
4043,-14.1232,-59.7299,1,3.84615e-05,-1,-1
4044,17.0773,-10.6738,1,3.84615e-05,152,86
4045,-6.9405,144.725,1,3.84615e-05,87,70
4046,-16.8426,-44.3891,1,3.84615e-05,98,20
4047,45.8375,106.145,1,3.84615e-05,128,74
4048,54.5507,-72.8011,1,3.84615e-05,-1,-1
4049,-34.1607,-71.791,1,3.84615e-05,132,79
4050,22.797,27.6296,1,3.84615e-05,-1,-1
4051,20.3624,76.2908,1,3.84615e-05,148,62
4052,68.6316,22.1762,1,3.84615e-05,32,36
4053,71.5822,120.571,1,3.84615e-05,-1,-1
4054,-70.0954,75.7653,1,3.84615e-05,-1,-1
4055,10.5559,20.3389,1,3.84615e-05,18,80
4056,14.8642,-11.6194,1,3.84615e-05,103,30
4057,-77.0219,49.1095,1,3.84615e-05,12,21
4058,38.0756,-110.817,1,3.84615e-05,109,47
4059,27.2815,84.0077,1,3.84615e-05,98,67
4060,16.8953,1.4194,1,3.84615e-05,105,81
4061,52.3102,69.6325,1,3.84615e-05,-1,-1
4062,24.9522,-103.335,1,3.84615e-05,152,55
4063,4.14462,-64.9544,1,3.84615e-05,168,22
4064,-74.7319,81.4833,1,3.84615e-05,119,20
4065,34.7573,42.8165,1,3.84615e-05,-1,-1
4066,9.98083,19.0865,1,3.84615e-05,17,80
4067,-17.273,45.7097,1,3.84615e-05,-1,-1
4068,61.221,-152.734,1,3.84615e-05,162,1
4069,4.45508,-55.0092,1,3.84615e-05,23,61
4070,61.8781,32.5463,1,3.84615e-05,18,74
4071,26.8283,88.8579,1,3.84615e-05,42,1
4072,-31.263,-55.3304,1,3.84615e-05,65,76
4073,-4.42539,-70.8166,1,3.84615e-05,28,60
4074,-2.32107,27.2603,1,3.84615e-05,125,49
4075,64.7263,-107.503,1,3.84615e-05,-1,-1
4076,0.248299,-71.5389,1,3.84615e-05,78,17
4077,53.6832,115.508,1,3.84615e-05,-1,-1
4078,40.2619,-0.877701,1,3.84615e-05,178,84
4079,46.8615,69.3303,1,3.84615e-05,-1,-1
4080,49.1489,-68.8598,1,3.84615e-05,-1,-1
4081,19.118,16.5241,1,3.84615e-05,99,41
4082,28.116,-5.80125,1,3.84615e-05,165,85
4083,-72.3978,134.988,1,3.84615e-05,8,22
4084,70.8289,97.3107,1,3.84615e-05,5,76
4085,-27.2046,123.451,1,3.84615e-05,-1,-1
4086,43.7508,87.1735,1,3.84615e-05,-1,-1
4087,47.9326,48.3024,1,3.84615e-05,128,63
4088,-2.11407,-57.1407,1,3.84615e-05,-1,-1
4089,45.2942,2.09268,1,3.84615e-05,165,56
4090,8.7957,24.4695,1,3.84615e-05,102,41
4091,41.2173,99.8728,1,3.84615e-05,59,94
4092,32.4006,-87.0541,1,3.84615e-05,127,58
4093,-69.1235,135.56,1,3.84615e-05,18,21
4094,18.4151,77.1089,1,3.84615e-05,3,54
4095,42.9022,27.1769,1,3.84615e-05,10,52
4096,-31.5135,-52.1556,1,3.84615e-05,-1,-1
4097,4.61422,28.5614,1,3.84615e-05,128,95
4098,36.683,38.4313,1,3.84615e-05,83,55
4099,48.3198,25.4192,1,3.84615e-05,154,60
4100,19.8306,110.352,1,3.84615e-05,-1,-1
4101,-77.625,-140.805,1,3.84615e-05,19,32
4102,66.3242,48.6058,1,3.84615e-05,-1,-1
4103,10.5799,77.2347,1,3.84615e-05,25,52
4104,80.3497,-26.8835,1,3.84615e-05,171,31
4105,-19.3683,126.62,1,3.84615e-05,36,65
4106,36.4459,65.2399,1,3.84615e-05,152,0
4107,39.9137,75.666,1,3.84615e-05,-1,-1
4108,17.1721,19.2132,1,3.84615e-05,9,81
4109,-28.3647,-69.0223,1,3.84615e-05,163,76
4110,50.9265,83.7307,1,3.84615e-05,-1,-1
4111,-11.3919,-70.3347,1,3.84615e-05,-1,-1
4112,64.8835,157.459,1,3.84615e-05,143,33
4113,2.01521,117.078,1,3.84615e-05,50,15
4114,-20.4124,128.078,1,3.84615e-05,-1,-1
4115,43.9601,-119.716,1,3.84615e-05,31,5
4116,40.5757,46.0442,1,3.84615e-05,-1,-1
4117,-25.8102,147.56,1,3.84615e-05,-1,-1
4118,63.0415,134.36,1,3.84615e-05,157,20
4119,7.40437,7.84056,1,3.84615e-05,160,45
4120,38.2434,103.802,1,3.84615e-05,-1,-1
4121,36.1044,-116.251,1,3.84615e-05,102,13
4122,20.7499,55.6722,1,3.84615e-05,147,0
4123,63.5848,70.6218,1,3.84615e-05,-1,-1
4124,21.8808,3.90109,1,3.84615e-05,136,47
4125,-28.1077,-59.9594,1,3.84615e-05,167,23
4126,-5.27876,28.4798,1,3.84615e-05,-1,-1
4127,35.9252,-78.4906,1,3.84615e-05,109,50
4128,14.4874,5.54231,1,3.84615e-05,157,45
4129,-16.9464,141.64,1,3.84615e-05,-1,-1
4130,7.24146,41.7956,1,3.84615e-05,-1,-1
4131,55.1751,116.961,1,3.84615e-05,2,6
4132,19.233,82.8828,1,3.84615e-05,-1,-1
4133,64.9569,99.5947,1,3.84615e-05,141,2
4134,55.7776,-123.195,1,3.84615e-05,-1,-1
4135,33.1331,100.782,1,3.84615e-05,-1,-1
4136,48.4006,57.4025,1,3.84615e-05,-1,-1
4137,14.7607,0.316483,1,3.84615e-05,-1,-1
4138,16.6948,12.0177,1,3.84615e-05,47,87
4139,65.2871,-97.7435,1,3.84615e-05,-1,-1
4140,52.9714,98.7776,1,3.84615e-05,-1,-1
4141,31.3678,-104.277,1,3.84615e-05,40,44
4142,-20.4691,24.7583,1,3.84615e-05,-1,-1
4143,3.2233,33.931,1,3.84615e-05,45,47
4144,43.8709,-79.0823,1,3.84615e-05,-1,-1
4145,66.0585,117.244,1,3.84615e-05,83,8
4146,-32.7328,-68.1317,1,3.84615e-05,164,19
4147,43.607,125.129,1,3.84615e-05,-1,-1
4148,-21.9375,116.931,1,3.84615e-05,154,28
4149,62.8503,163.728,1,3.84615e-05,76,30
4150,-7.10167,-58.4722,1,3.84615e-05,-1,-1
4151,39.3352,-5.93411,1,3.84615e-05,101,40
4152,39.1981,28.8407,1,3.84615e-05,100,53
4153,4.34785,116.724,1,3.84615e-05,-1,-1
4154,-30.1647,137.158,1,3.84615e-05,-1,-1
4155,26.7095,71.0138,1,3.84615e-05,145,62
4156,69.7792,-34.922,1,3.84615e-05,-1,-1
4157,2.74875,27.7817,1,3.84615e-05,-1,-1
4158,27.3961,116.546,1,3.84615e-05,114,19
4159,52.2072,-106.24,1,3.84615e-05,152,43
4160,19.116,75.7143,1,3.84615e-05,1,99
4161,22.3088,-98.5814,1,3.84615e-05,113,59
4162,2.46463,35.1974,1,3.84615e-05,-1,-1
4163,62.7589,102.165,1,3.84615e-05,127,81
4164,36.2017,29.6545,1,3.84615e-05,111,52
4165,-2.5843,38.1534,1,3.84615e-05,-1,-1
4166,78.0251,16.1052,1,3.84615e-05,86,30
4167,39.7918,33.8456,1,3.84615e-05,81,55
4168,19.0945,12.1398,1,3.84615e-05,7,30
4169,-9.8484,24.9292,1,3.84615e-05,-1,-1
4170,9.83929,-61.4443,1,3.84615e-05,63,67
4171,49.1992,55.4581,1,3.84615e-05,-1,-1
4172,39.6882,59.6941,1,3.84615e-05,-1,-1
4173,31.7211,26.2372,1,3.84615e-05,151,58
4174,36.7253,-79.9028,1,3.84615e-05,129,58
4175,-14.2266,35.8482,1,3.84615e-05,-1,-1
4176,66.5801,126.541,1,3.84615e-05,45,2
4177,46.7569,126.629,1,3.84615e-05,12,76
4178,13.3179,41.3001,1,3.84615e-05,113,97
4179,-24.2371,127.835,1,3.84615e-05,-1,-1
4180,19.0048,57.6636,1,3.84615e-05,127,2
4181,64.3073,132.8,1,3.84615e-05,-1,-1
4182,81.3147,-45.8151,1,3.84615e-05,-1,-1
4183,36.2977,4.44749,1,3.84615e-05,120,80
4184,-4.38857,142.571,1,3.84615e-05,85,70
4185,13.4042,17.6957,1,3.84615e-05,110,40
4186,34.5338,-113.656,1,3.84615e-05,79,40
4187,39.9151,113.825,1,3.84615e-05,-1,-1
4188,-31.3879,25.8678,1,3.84615e-05,-1,-1
4189,58.8798,88.6789,1,3.84615e-05,164,87
4190,19.1835,73.3038,1,3.84615e-05,88,6
4191,51.6903,47.4716,1,3.84615e-05,48,61
4192,47.7736,-69.8808,1,3.84615e-05,-1,-1
